"Mnemonic","OemCode","Manufacturer","ESTA Man Code","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemAcmXP1000WZ1","0x28f1","Acme","","XP 1000WZ","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP5000NF1","0x28e6","Acme","","XP 5000NF","0","1","n","y","http://www.acme.com.cn/"
"OemAcmXP5000WZ1","0x28e7","Acme","","XP 5000WZ","0","1","n","y","http://www.acme.com.cn/"
"OemAdbDownLink","0x0070","ADB","0x4144 ","ADB Down Link","0","2","y","n","http:\\www.adblighting.com/"
"OemAdbDownLynx2","0x0270","ADB","0x4144 ","ADB Down Lynx 2","0","2","y","y","http:\\www.adblighting.com/"
"OemAdbUpLink","0x0071","ADB","0x4144 ","ADB Up Link","2","0","y","n","http:\\www.adblighting.com/"
"OemAdbUpLynx2","0x0271","ADB","0x4144 ","ADB Up Lynx 2","2","0","y","n","http:\\www.adblighting.com/"
"OemAdbWifiRem","0x0072","ADB","0x4144 ","ADB WiFi","0","0","n","n","http:\\www.adblighting.com/"
"OemAddBoxFreed1","0x2888","ADDiCTiON bOx","0x07B0 ","FrEEdOsE WLaN","1","0","n","y","http://www.addiction-box.de"
"OemAddBoxFull81","0x2889","ADDiCTiON bOx","0x07B0 ","FuLLdOsE 8 Port","8","8","y","y","http://www.addiction-box.de"
"OemAddBoxHalf41","0x288b","ADDiCTiON bOx","0x07B0 ","HaLFdOsE 4 Port","4","4","y","y","http://www.addiction-box.de"
"OemAddBoxHalf81","0x288c","ADDiCTiON bOx","0x07B0 ","HaLFdOsE 8 Port","8","8","y","y","http://www.addiction-box.de"
"OemAddBoxTruss41","0x288a","ADDiCTiON bOx","0x07B0 ","TrUssdOsE 4 Port","4","4","y","y","http://www.addiction-box.de"
"OemAdfViziCmy3001","0x28ce","ADJ Products","0x1900 ","VIZI CMY 300","2","2","Y","Y","http://www.adj.com/vizi-cmy300"
"OemAdjAir1","0x13c2","ADJ Products","0x1900 ","Airstream DMX Bridge","0","1","y","n","http:\\www.adj.com/airstream-dmx-bridge"
"OemAdjFlashK1","0x1390","ADJ Products","0x1900 ","Flash Kling Panel","1","1","y","n","http:\\www.adj.com/flash-kling-panel-64"
"OemAdjParZ1003K1","0x28cd","ADJ Products","0x1900 ","Par Z100 3K","1","1","Y","Y","http://www.adj.com/par-z100-3k"
"OemAdjParZ1005K1","0x28cc","ADJ Products","0x1900 ","Par Z100 5K","1","1","Y","Y","http://www.adj.com/par-z100-5k"
"OemAdjProdVIZIWASHPRO1","0x28F7","ADJ PRODUCTS","0x1900 ","VIZI WASH PRO","2","2","Y","Y","http://www.adj.com"
"OemAdl1","0x13c6","ADL Electronics Ltd","0x089A ","ADL DMX NetGate","0","4","Y","N","https://adldc.ru/index.php/catalogue/data-transfer/item/65-adl-dmx-netgate"
"OemAdl10","0x13cf","ADL Electronics Ltd","0x089A ","ADL DC WSO  operator workstation","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/33-rso-adl-dc-rabochaya-stantsiya-operatora"
"OemAdl11","0x13d0","ADL Electronics Ltd","0x089A ","ADL DC IKB","1","0","N","N",""
"OemAdl12","0x13d1","ADL Electronics Ltd","0x089A ","ADL DimmerCabinet CPU","1","0","N","N","https://adldc.ru/index.php/catalogue/dimmer-kabinety/item/48-modul-upravleniya-cpu-dlya-adl-dcab"
"OemAdl13","0x13d2","ADL Electronics Ltd","0x089A ","ADL Dimmer 220 12d x","1","0","N","Y",""
"OemAdl14","0x13d3","ADL Electronics Ltd","0x089A ","ADL MediaPlayer","0","1","Y","Y","https://adldc.ru/index.php/catalogue/special-equipment/item/76-adlmediaplayer"
"OemAdl2","0x13c7","ADL Electronics Ltd","0x089A ","ADL DMX NetGate +","4","4","Y","N","https://adldc.ru/index.php/catalogue/data-transfer/item/66-adl-dmx-netgate"
"OemAdl3","0x13c8","ADL Electronics Ltd","0x089A ","ADL DMX NetGate RDM","0","4","Y","Y",""
"OemAdl4","0x13c9","ADL Electronics Ltd","0x089A ","ADL DMX NetGate+ RDM","4","4","Y","Y","https://adldc.ru/index.php/catalogue/data-transfer/item/67-adl-dmx-netgate-rdm-xlr"
"OemAdl5","0x13ca","ADL Electronics Ltd","0x089A ","ADL DMX NetGate DIN","2","2","Y","Y",""
"OemAdl6","0x13cb","ADL Electronics Ltd","0x089A ","ADL DMX NetGate ALARM","0","2","Y","Y","https://adldc.ru/index.php/catalogue/data-transfer/item/68-adl-dmx-netgate-mchs"
"OemAdl7","0x13cc","ADL Electronics Ltd","0x089A ","ADL DC PU 24","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/30-pu-24-adl-dc-poe"
"OemAdl8","0x13cd","ADL Electronics Ltd","0x089A ","ADL DC PU 24C","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/31-pu-24ts-adl-dc"
"OemAdl9","0x13ce","ADL Electronics Ltd","0x089A ","ADL DC PU 6","0","0","N","N",""
"OemAdsHyperionHoop1","0x28b1","Argent Data Systems  Inc","0x01D6 ","Hyperion Hoop","32","0","n","n","http://www.hyperionhoop.com"
"OemAdvP04","0x10a1","Advatek Lighting","0x6154 ","PixLite 4","0","4","n","n","http:\\www.advateklights.com/"
"OemAdvP16","0x10a0","Advatek Lighting","0x6154 ","PixLite 16","0","4","n","n","http:\\www.advateklights.com/"
"OemAinDigiNet1","0x0b80","Company NA","0x4E41 ","Digi Network","4","4","y","y","http:\\www.na.lv"
"OemAinDigiNet2","0x0b82","Company NA","0x4E41 ","DigiNet 416","0","4","y","n","http:\\www.na.lv"
"OemAinMozPsu4","0x0b81","Company NA","0x4E41 ","Mozart PSU 4","0","4","n","n","http:\\www.na.lv"
"OemAkLightDmx41","0x28a1","AK LIGHT","0x0708 ","DMX 4","4","4","Y","N",""
"OemAl5000","0x0007","Artistic Licence Engineering Ltd","0x414c","Art Net II Processor","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAL5001","0x2000","Artistic Licence Engineering Ltd","0x414c","AL5001","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAL5002","0x2050","Artistic Licence Engineering Ltd","0x414c","AL5002","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemApEniEni110","0x28ae","Apollo Security","","ENI 110","0","1","n","n","https://www.apollo-security.com/index.php?option=com_mtree&task=viewlink&link_id=22&Itemid=22"
"OemArcCvd1","0x13b0","ARC Solid State Lighting Corporation","0x0875 ","Constant Voltage Driver","1","0","y","y","http:\\www.arclight.com.tw"
"OemArcLf150f1","0x13b2","ARC Solid State Lighting Corporation","0x0875 ","LF150 Flood Light","1","0","y","y","http:\\www.arclight.com.tw"
"OemArcLf75f1","0x13b1","ARC Solid State Lighting Corporation","0x0875 ","LF75 Flood Light","1","0","y","y","http:\\www.arclight.com.tw"
"OemArcSslcDc1","0x1280","ARC Solid State Lighting Corporation","0x0875 ","DMX Converter","0","4","y","y","http:\\www.arclight.com.tw"
"OemArkaosVjd","0x0380","Arkaos","0x0211","V J DMX","1","0","y","n","https://www.arkaos.net/"
"OemArri1","0x1360","Arnold   Richter Cine Technik GmbH","0x20B9 ","ARRI","0","1","y","y","http:\\www.arri.com"
"OemArtAL5003","0x2250","Artistic Licence Engineering Ltd","0x414c","AL5003","4","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtArtLynxRj45","0x226e","Artistic Licence Engineering Ltd","0x414c","artLynx rj45","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtBoot","0x2110","Artistic Licence Engineering Ltd","0x414c","Art Boot","0","0","y","y","http:\\www.ArtisticLicence.com"
"OemArtColourTramp1","0x226b","Artistic Licence Engineering Ltd","0x414c","Colour Tramp  Input","1","0","n","n","http:\\www.ArtisticLicence.com"
"OemArtDaliGateDuo","0x2259","Artistic Licence Engineering Ltd","0x414c","daliGate duo","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemArtDaliGateQuad","0x225a","Artistic Licence Engineering Ltd","0x414c","daliGate quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtDaliGateUno","0x2258","Artistic Licence Engineering Ltd","0x414c","daliGate uno","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtDataLynx2","0x2268","Artistic Licence Engineering Ltd","0x414c","dataLynx II","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtDemux","0x20d0","Artistic Licence Engineering Ltd","0x414c","Art Demux","0","0","n","n","http:\\www.ArtisticLicence.com"
"OemArtDiamond","0x2220","Artistic Licence Engineering Ltd","0x414c","Diamond","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtDownLynxQuad","0x2270","Artistic Licence Engineering Ltd","0x414c","downLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtDvNet","0x2240","Artistic Licence Engineering Ltd","0x414c","dVnet","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtE1","0x2170","Artistic Licence Engineering Ltd","0x414c","Multichrome E1","0","2","n","y","http:\\www.ArtisticLicence.com"
"OemArtE2","0x2150","Artistic Licence Engineering Ltd","0x414c","Multichrome E2","0","2","n","y","http:\\www.ArtisticLicence.com"
"OemArtFourPlay","0x8003","Artistic Licence Engineering Ltd","0x414c","Four Play","4","4","y","n","http:\\www.ArtisticLicence.com"
"OemArtGraphite","0x2223","Artistic Licence Engineering Ltd","0x414c","Graphite","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceCc3","0x2262","Artistic Licence Engineering Ltd","0x414c","lightJuice CC2","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceCv4","0x2260","Artistic Licence Engineering Ltd","0x414c","lightJuice CV4","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDc24","0x2261","Artistic Licence Engineering Ltd","0x414c","lightJuice DC24","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDl1","0x2265","Artistic Licence Engineering Ltd","0x414c","lightJuice DALI","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceDm1","0x2266","Artistic Licence Engineering Ltd","0x414c","lightJuice Dmx","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuiceOl1","0x2263","Artistic Licence Engineering Ltd","0x414c","lightJuice OL1","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLightJuicePx1","0x2264","Artistic Licence Engineering Ltd","0x414c","lightJuice PX1","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtLynxDuo","0x2001","Artistic Licence Engineering Ltd","0x414c","artLynx duo","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxIp","0x2130","Artistic Licence Engineering Ltd","0x414c","Art Lynx IP","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemArtLynxOp","0x2120","Artistic Licence Engineering Ltd","0x414c","Art Lynx OP","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxQuad1","0x2267","Artistic Licence Engineering Ltd","0x414c","artLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtLynxUno","0x2002","Artistic Licence Engineering Ltd","0x414c","artLynx uno","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtMedia","0x2100","Artistic Licence Engineering Ltd","0x414c","Art Media","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMica","0x2225","Artistic Licence Engineering Ltd","0x414c","Mica","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMicroScope5","0x2200","Artistic Licence Engineering Ltd","0x414c","Micro Scope 5","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMonitorBase","0x2160","Artistic Licence Engineering Ltd","0x414c","Art Monitor Base","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtMultiPlay","0x2212","Artistic Licence Engineering Ltd","0x414c","Multi Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtNetLynxQuad","0x226f","Artistic Licence Engineering Ltd","0x414c","netLynx quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtOemGateQuad","0x2272","Artistic Licence Engineering Ltd","0x414c","oemGate quad","0","4","y","y","http:\\www.ArtisticLicence.com"
"OemArtOpal","0x2224","Artistic Licence Engineering Ltd","0x414c","Opal","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtPipe","0x20f0","Artistic Licence Engineering Ltd","0x414c","Art Pipe","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtPixiLynx4x4","0x226d","Artistic Licence Engineering Ltd","0x414c","pixiLynx 4x4","0","16","n","y","http:\\www.ArtisticLicence.com"
"OemArtPlay","0x20b0","Artistic Licence Engineering Ltd","0x414c","Art Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtQuartz","0x2221","Artistic Licence Engineering Ltd","0x414c","Quartz","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtRackLynxOcto","0x2271","Artistic Licence Engineering Ltd","0x414c","rackLynxOcto","0","8","y","y","http:\\www.ArtisticLicence.com"
"OemArtRelay","0x20e0","Artistic Licence Engineering Ltd","0x414c","Art Relay","0","1","n","y","http:\\www.ArtisticLicence.com"
"OemArtSense","0x2230","Artistic Licence Engineering Ltd","0x414c","eSense","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtSenseXt","0x2231","Artistic Licence Engineering Ltd","0x414c","eSense XT","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemArtTwoPlay","0x2210","Artistic Licence Engineering Ltd","0x414c","Two Play","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtTwoPlayXt","0x2211","Artistic Licence Engineering Ltd","0x414c","Two Play XT","4","4","n","y","http:\\www.ArtisticLicence.com"
"OemArtVersaEthA1","0x2242","Artistic Licence Engineering Ltd","0x414c","versaSplit EthA","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtVersaEthB1","0x2241","Artistic Licence Engineering Ltd","0x414c","versaSplit EthB","0","1","y","y","http:\\www.ArtisticLicence.com"
"OemArtZircon","0x2222","Artistic Licence Engineering Ltd","0x414c","Zircon","0","0","n","y","http:\\www.ArtisticLicence.com"
"OemAsteraAc4","0x0bd0","Astera","0x4173 ","AC4","0","4","y","n","http:\\www.astera-led.com/"
"OemAtitNorseWifia","0x2864","atit no","","NorseDMX Wi Fi Node II","0","1","Y","Y","http://Www.atit.no"
"OemAudioSceneI","0x0401","Audio Scene","0x4153 ","OemAudioSceneI","2","0","y","n",""
"OemAudioSceneO","0x0400","Audio Scene","0x4153 ","OemAudioSceneO","0","2","y","n",""
"OemAutoAlxMediaWall1","0x28c0","AUTOLUX Handels  und ProduktionsgmbH","0x5431 ","ALX MEDIAWALL","0","2","y","y","http://www.autolux.at"
"OemAux0Down","0x0080","Artistic Licence Engineering Ltd","0x414c","AL 0 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux0Up","0x0081","Artistic Licence Engineering Ltd","0x414c","AL 0 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux1Down","0x0082","Artistic Licence Engineering Ltd","0x414c","AL 1 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux1Down2","0x0282","Artistic Licence Engineering Ltd","0x414c","AL OEM D1","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux1Up","0x0083","Artistic Licence Engineering Ltd","0x414c","AL 1 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux1Up2","0x0283","Artistic Licence Engineering Ltd","0x414c","AL OEM U1","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux2Down","0x0084","Artistic Licence Engineering Ltd","0x414c","AL 2 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux2Down2","0x0284","Artistic Licence Engineering Ltd","0x414c","AL OEM D2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux2Up","0x0085","Artistic Licence Engineering Ltd","0x414c","AL 2 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux2Up2","0x0285","Artistic Licence Engineering Ltd","0x414c","AL OEM U2","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux3Down","0x0086","Artistic Licence Engineering Ltd","0x414c","AL 3 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux3Down2","0x0286","Artistic Licence Engineering Ltd","0x414c","AL OEM D3","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux3Up","0x0087","Artistic Licence Engineering Ltd","0x414c","AL 3 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux3Up2","0x0287","Artistic Licence Engineering Ltd","0x414c","AL OEM U3","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux4Down","0x0088","Artistic Licence Engineering Ltd","0x414c","AL 4 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux4Down2","0x0288","Artistic Licence Engineering Ltd","0x414c","AL OEM D4","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux4Up","0x0089","Artistic Licence Engineering Ltd","0x414c","AL 4 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux4Up2","0x0289","Artistic Licence Engineering Ltd","0x414c","AL OEM U4","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux5Down","0x008a","Artistic Licence Engineering Ltd","0x414c","AL 5 Down","0","2","y","n","http:\\www.ArtisticLicence.com"
"OemAux5Down2","0x028a","Artistic Licence Engineering Ltd","0x414c","AL OEM D5","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemAux5Up","0x008b","Artistic Licence Engineering Ltd","0x414c","AL 5 Up","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAux5Up2","0x028b","Artistic Licence Engineering Ltd","0x414c","AL OEM U5","2","0","y","n","http:\\www.ArtisticLicence.com"
"OemAvoArt2000","0x0006","Avolites","0x4D56 ","Dimmer","2","0","y","n","http:\\www.avolites.com/"
"OemAvoD4Elite","0x0341","Avolites","0x4D56 ","Diamond 4 elite","0","8","y","n","http:\\www.avolites.com/"
"OemAvoD4Vision","0x0340","Avolites","0x4D56 ","Diamond 4 Vision","0","8","y","n","http:\\www.avolites.com/"
"OemAvoPearlOff","0x0342","Avolites","0x4D56 ","Peal offline","0","4","y","n","http:\\www.avolites.com/"
"OemAvoTitan","0x0343","Avolites","0x4D56 ","Titan","0","4","y","n","http:\\www.avolites.com/"
"OemAvstWas","0x10c0","AV Stumpfl GmbH","","Wings AV Suite","4","4","n","n","http:\\www.avstumpfl.com/en"
"OemAyrtonFixNod1","0x284a","AYRTON","0x4179 ","AyrtonFixtureNode","0","2","N","Y","http://www.ayrton.eu"
"OemBarco1200","0x0820","Barco","0x4253 ","Barco DML 120","1","0","n","n","http:\\www.barco.com/"
"OemBarcoCLM","0x0822","Barco","0x4253 ","CLM","0","0","y","n","http:\\www.barco.com/"
"OemBarcoFLM","0x0821","Barco","0x4253 ","FLM","0","0","n","n","http:\\www.barco.com/"
"OemBatOemV1","0x13f0","Batmink Ltd","0x098D ","OEMVISAGEVISIONMAPPER","0","4","y","n","http:\\www.batmink.co.uk"
"OemBeglecBm55","0x1162","BEGLEC","0x2122 ","BEAM MATRIX5x5 RGBW","1","1","y","y","http://www.briteq-lighting.com"
"OemBeglecN28","0x1160","BEGLEC","0x2122 ","BT NODE28           ","1","1","y","y","http://www.briteq-lighting.com"
"OemBeglecPm55","0x1161","BEGLEC","0x2122 ","POWERMATRIX5x5 RGB Mk2          ","1","1","y","y","http://www.briteq-lighting.com"
"OemBeijXinNd1","0x0ba0","Starlighting","0x090B ","Net DMX Notes","3","3","y","n",""
"OemBfEtherMuxDesk","0x0352","Bigfoot","","EtherMux Desktop","0","1","y","n",""
"OemBfEtherMuxRem","0x0350","Bigfoot","","EtherMux Remote","1","0","y","n",""
"OemBfEtherMuxServ","0x0351","Bigfoot","","EtherMux Server","1","1","y","n",""
"OemBiamLedA01","0x28ca","Biamino and Figli S p A","","BIALEDA01","0","12","n","n","http://www.biamino.com"
"OemBigdipBP440BSW","0x2857","Big Dipper Laser Science and Technology Co   Ltd","0x0058 ","BP 440BSW","1","4","y","y","http://www.szdapu.com/en/index.asp"
"OemBigonoffIltos1","0x11b0","Claude Bigonoff","","Interface LT Open source","4","4","y","n","http:\\www.bigonoff.org"
"OemBlsC215508201","0x2813","BLS","","c21550820","1","4","y","y",""
"OemBlueHyst","0x0330","Invisible Rival","0x4952 ","Blue Hysteria","2","2","y","n",""
"OemBooqWiFiDMXRDMModule1","0x28d6","BOOQlight BV","0x07C2 ","WiFi DMX RDM Module","1","1","y","y","http://www.booqlight.com"
"OemBotex1","0x0420","Botex","0x424F ","OemBotex1","2","2","y","n",""
"OemBrainsaltBsmConPro","0x0ec0","BRAINSALT MEDIA GMBH","","BSM Conductor PRO","1","1","n","n","http:\\www.brainsalt.org/index.html"
"OemBrightSoundBrightMapa","0x2863","Bright Sound","","Bright Mapper","0","0","n","n","http://www.brightsoundllc.com"
"OemBrinkNetNode01","0x0f00","Brink Electronics","0x097D ","net node 01","0","1","y","n",""
"OemBrinkNetNode10","0x0f01","Brink Electronics","0x097D ","net node 10","1","0","y","n",""
"OemBrinkNetNode11","0x0f02","Brink Electronics","0x097D ","net node 11","1","1","y","n",""
"OemBriteqBb10a","0x12b1","Briteq","","BEAMBAR10 RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBb5a","0x12b0","Briteq","","BEAMBAR5 RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBm5a","0x12b3","Briteq","","BEAM MATRIX5x5 RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBw5a","0x12b2","Briteq","","BEAM WIZARD5x5","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBritNod24","0x28ac","BRITEQ","","BT NODE24","4","4","y","y","http://www.briteq-lighting.com"
"OemCallegDmxCom1","0x13a0","Callegenix LLC","0x27A8 ","DMX Commander","2","2","y","n","http:\\lumiblox.com/lumiblox"
"OemCallegPixD1","0x13a1","Callegenix LLC","0x27A8 ","Pixel Driver","0","0","n","y","http:\\lumiblox.com/lumiblox"
"OemCameoEvosS31","0x28c4","Cameo","","EVOS S3","2","2","y","y","http://www.cameolight.com/"
"OemCameoEvosW71","0x28c3","Cameo","","EVOS W7","2","2","y","y","http://www.cameolight.com/"
"OemCataLynx","0x0110","Artistic Licence Engineering Ltd","0x414c","Cata Lynx","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx1","0x0111","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 1","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx2","0x0112","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 2","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx3","0x0113","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 3","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx4","0x0114","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 4","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx5","0x0115","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 5","0","2","y","y","http:\\www.ArtisticLicence.com"
"OemCataLynx6","0x0116","Artistic Licence Engineering Ltd","0x414c","Cata Lynx Exp 6","0","2","y","y","http:\\www.ArtisticLicence.com"
